date,day,active_services,Number_of_Active_services,Number_of_Active_Trips,category
2025-03-05,wednesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-03-06,thursday,"['2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15670,3
2025-03-07,friday,"['2152-15', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15675,8
2025-03-08,saturday,"['2152-2', '2152-16', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-6a0d6b0fbab66de3', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,9794,10
2025-03-09,sunday,"['2152-3', '2152-17', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",8,7048,12
2025-03-10,monday,"['2152-13', '2152-d3dfa64941858f3632c262bc6e1e740e', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef']",8,15672,6
2025-03-11,tuesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-03-12,wednesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-03-13,thursday,"['2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15670,3
2025-03-14,friday,"['2152-15', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15675,8
2025-03-15,saturday,"['2152-2', '2152-16', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-6a0d6b0fbab66de3', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,9794,10
2025-03-16,sunday,"['2152-3', '2152-17', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",8,7048,12
2025-03-17,monday,"['2152-13', '2152-d3dfa64941858f3632c262bc6e1e740e', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef']",8,15672,6
2025-03-18,tuesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-03-19,wednesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-03-20,thursday,"['2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15670,3
2025-03-21,friday,"['2152-15', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15675,8
2025-03-22,saturday,"['2152-2', '2152-16', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-6a0d6b0fbab66de3', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,9794,10
2025-03-23,sunday,"['2152-3', '2152-17', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",8,7048,12
2025-03-24,monday,"['2152-13', '2152-d3dfa64941858f3632c262bc6e1e740e', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef']",8,15672,6
2025-03-25,tuesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-03-26,wednesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-03-27,thursday,"['2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15670,3
2025-03-28,friday,"['2152-15', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15675,8
2025-03-29,saturday,"['2152-2', '2152-16', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-6a0d6b0fbab66de3', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,9794,10
2025-03-30,sunday,"['2152-3', '2152-17', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",8,7048,12
2025-03-31,monday,"['2152-13', '2152-d3dfa64941858f3632c262bc6e1e740e', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef']",8,15672,6
2025-04-01,tuesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-04-02,wednesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-04-03,thursday,"['2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15670,3
2025-04-04,friday,"['2152-15', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15675,8
2025-04-05,saturday,"['2152-2', '2152-16', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-6a0d6b0fbab66de3', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,9794,10
2025-04-06,sunday,"['2152-3', '2152-17', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",8,7048,12
2025-04-07,monday,"['2152-13', '2152-d3dfa64941858f3632c262bc6e1e740e', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef']",8,15672,6
2025-04-08,tuesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-04-09,wednesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-04-10,thursday,"['2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15670,3
2025-04-11,friday,"['2152-15', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15675,8
2025-04-12,saturday,"['2152-2', '2152-16', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-6a0d6b0fbab66de3', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,9794,10
2025-04-13,sunday,"['2152-3', '2152-17', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",8,7048,12
2025-04-14,monday,"['2152-13', '2152-d3dfa64941858f3632c262bc6e1e740e', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef']",8,15672,6
2025-04-15,tuesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-04-16,wednesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-04-17,thursday,"['2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15670,3
2025-04-18,friday,"['2152-15', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15675,8
2025-04-19,saturday,"['2152-2', '2152-16', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-6a0d6b0fbab66de3', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,9794,10
2025-04-20,sunday,"['2152-3', '2152-17', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",8,7048,12
2025-04-21,monday,"['2152-13', '2152-d3dfa64941858f3632c262bc6e1e740e', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef']",8,15672,6
2025-04-22,tuesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-04-23,wednesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-04-24,thursday,"['2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15670,3
2025-04-25,friday,"['2152-15', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15675,8
2025-04-26,saturday,"['2152-2', '2152-16', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-6a0d6b0fbab66de3', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,9794,10
2025-04-27,sunday,"['2152-3', '2152-17', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",8,7048,12
2025-04-28,monday,"['2152-13', '2152-d3dfa64941858f3632c262bc6e1e740e', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef']",8,15672,6
2025-04-29,tuesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-04-30,wednesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-05-01,thursday,"['2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15670,3
2025-05-02,friday,"['2152-15', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15675,8
2025-05-03,saturday,"['2152-2', '2152-16', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-6a0d6b0fbab66de3', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,9794,10
2025-05-04,sunday,"['2152-3', '2152-17', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",8,7048,12
2025-05-05,monday,"['2152-13', '2152-d3dfa64941858f3632c262bc6e1e740e', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef']",8,15672,6
2025-05-06,tuesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-05-07,wednesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-05-08,thursday,"['2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15670,3
2025-05-09,friday,"['2152-15', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15675,8
2025-05-10,saturday,"['2152-2', '2152-16', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-6a0d6b0fbab66de3', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,9794,10
2025-05-11,sunday,"['2152-3', '2152-17', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",8,7048,12
2025-05-12,monday,"['2152-13', '2152-d3dfa64941858f3632c262bc6e1e740e', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef']",8,15672,6
2025-05-13,tuesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-05-14,wednesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-05-15,thursday,"['2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15670,3
2025-05-16,friday,"['2152-15', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15675,8
2025-05-17,saturday,"['2152-2', '2152-16', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-6a0d6b0fbab66de3', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,9794,10
2025-05-18,sunday,"['2152-3', '2152-17', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-2f657731806a2eb6', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",8,7048,12
2025-05-19,monday,"['2152-13', '2152-d3dfa64941858f3632c262bc6e1e740e', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef']",8,15672,6
2025-05-20,tuesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-05-21,wednesday,"['2152-12', '2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",10,15671,1
2025-05-22,thursday,"['2152-13', '2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-1d0d7813d04d6790', '2152-55b47668541a2d2b', '2152-6a0d6b0fbab66de3', '2152-f690541c209b3828', '2152-598a5145d5ca0fb9', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",9,15670,3
2025-05-23,friday,"['2152-44724ac3e656a967fff0dd7a6ce4d8c8', '2152-3277a7d0c2ba56ef', '2152-84d605202857e4bf']",3,12,14
